ValorLiq;OrgCompras;TipoDoc;Centro;CriadorPedido;Primeiro Gerência de Linha;Primeiro getPessoa.Gerência;TipoContrato;Ptnct;GrupoMerc;Itens não alterados
960;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;1
960;OC2;Tipo2;Centro31;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM555;0
961;OC1;Tipo2;Centro26;Criador3;Linha3;Gerencia3;tipocon2;Não;GM6;1
961;OC1;Tipo2;Centro30;Criador3;Linha3;Gerencia3;tipocon2;Não;GM175;1
961;OC1;Tipo1;Centro29;Criador40;Linha1;Gerencia1;tipocon1;Não;GM112;1
961;OC2;Tipo2;Centro16;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM17;1
962;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;0
962;OC1;Tipo2;Centro26;Criador3;Linha3;Gerencia3;tipocon2;Não;GM533;0
962;OC2;Tipo2;Centro16;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM434;1
963;OC1;Tipo1;Centro33;Criador3;Linha3;Gerencia3;tipocon1;Não;GM403;0
963;OC1;Tipo1;Centro25;Criador3;Linha3;Gerencia3;tipocon1;Não;GM403;1
963;OC4;Tipo2;Centro24;Criador33;Linha2;Gerencia5;tipocon2;Sim;GM400;0
963;OC1;Tipo1;Centro8;Criador3;Linha3;Gerencia3;tipocon1;Não;GM45;1
964;OC2;Tipo2;Centro14;Criador58;Linha2;Gerencia5;tipocon2;Sim;GM189;0
964;OC1;Tipo2;Centro35;Criador3;Linha3;Gerencia3;tipocon2;Não;GM313;0
964;OC1;Tipo1;Centro13;Criador3;Linha3;Gerencia3;tipocon1;Não;GM88;1
964;OC1;Tipo1;Centro4;Criador3;Linha3;Gerencia3;tipocon1;Não;GM4;1
967;OC4;Tipo2;Centro8;Criador37;Linha3;Gerencia3;tipocon2;Sim;GM3;1
968;OC1;Tipo1;Centro89;Criador3;Linha3;Gerencia3;tipocon1;Não;GM45;1
968;OC1;Tipo2;Centro3;Criador130;Linha1;Gerencia24;tipocon2;Não;GM238;1
969;OC1;Tipo1;Centro8;Criador3;Linha3;Gerencia3;tipocon1;Não;GM408;1
971;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM198;1
971;OC4;Tipo2;Centro5;Criador15;Linha2;Gerencia5;tipocon2;Sim;GM579;0
972;OC1;Tipo1;Centro4;Criador12;Linha4;Gerencia4;tipocon1;Não;GM62;1
972;OC1;Tipo2;Centro24;Criador95;Linha2;Gerencia6;tipocon2;Não;GM38;1
973;OC1;Tipo1;Centro28;Criador28;Linha1;Gerencia1;tipocon1;Não;GM84;1
974;OC2;Tipo2;Centro16;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM422;1
974;OC4;Tipo2;Centro8;Criador90;Linha2;Gerencia5;tipocon2;Sim;GM629;1
974;OC1;Tipo1;Centro16;Criador3;Linha3;Gerencia3;tipocon1;Não;GM493;1
975;OC1;Tipo2;Centro33;Criador79;Linha2;Gerencia5;tipocon2;Não;GM512;0
975;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM238;1
975;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM581;0
975;OC2;Tipo2;Centro32;Criador72;Linha3;Gerencia3;tipocon2;Sim;GM38;0
976;OC1;Tipo1;Centro86;Criador51;Linha3;Gerencia3;tipocon1;Não;GM364;1
976;OC4;Tipo2;Centro33;Criador50;Linha2;Gerencia5;tipocon2;Sim;GM407;0
977;OC1;Tipo2;Centro7;Criador3;Linha3;Gerencia3;tipocon2;Não;GM238;0
977;OC1;Tipo1;Centro34;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
978;OC1;Tipo2;Centro9;Criador3;Linha3;Gerencia3;tipocon2;Não;GM3;1
978;OC1;Tipo2;Centro23;Criador91;Linha4;Gerencia16;tipocon2;Não;GM275;1
978;OC1;Tipo2;Centro40;Criador85;Linha2;Gerencia5;tipocon2;Não;GM552;1
979;OC1;Tipo1;Centro47;Criador1;Linha1;Gerencia1;tipocon1;Não;GM293;1
979;OC4;Tipo2;Centro9;Criador69;Linha3;Gerencia3;tipocon2;Sim;GM630;0
980;OC1;Tipo1;Centro25;Criador3;Linha3;Gerencia3;tipocon1;Não;GM155;1
980;OC2;Tipo2;Centro25;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM2;0
981;OC1;Tipo2;Centro9;Criador95;Linha2;Gerencia6;tipocon2;Não;GM38;0
981;OC2;Tipo2;Centro16;Criador72;Linha3;Gerencia3;tipocon2;Sim;GM106;0
981;OC1;Tipo2;Centro8;Criador61;Linha2;Gerencia5;tipocon2;Não;GM281;0
983;OC1;Tipo1;Centro11;Criador7;Linha4;Gerencia4;tipocon1;Não;GM3;1
983;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM185;1
984;OC2;Tipo2;Centro19;Criador11;Linha2;Gerencia5;tipocon2;Sim;GM93;0
985;OC4;Tipo2;Centro41;Criador50;Linha2;Gerencia5;tipocon2;Sim;GM9;1
985;OC1;Tipo1;Centro16;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;0
986;OC4;Tipo2;Centro4;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM54;1
986;OC1;Tipo2;Centro16;Criador3;Linha3;Gerencia3;tipocon2;Não;GM308;1
986;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM377;0
988;OC1;Tipo2;Centro9;Criador95;Linha2;Gerencia6;tipocon2;Não;GM38;0
989;OC1;Tipo1;Centro21;Criador3;Linha3;Gerencia3;tipocon1;Não;GM45;1
989;OC1;Tipo2;Centro24;Criador113;Linha2;Gerencia6;tipocon2;Não;GM13;1
989;OC1;Tipo2;Centro61;Criador131;Linha16;Gerencia25;tipocon2;Não;GM631;0
990;OC1;Tipo1;Centro24;Criador1;Linha1;Gerencia1;tipocon1;Não;GM319;1
990;OC2;Tipo2;Centro57;Criador76;Linha2;Gerencia5;tipocon2;Sim;GM505;0
991;OC2;Tipo2;Centro16;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM99;1
992;OC1;Tipo2;Centro31;Criador3;Linha3;Gerencia3;tipocon2;Não;GM84;1
992;OC1;Tipo2;Centro25;Criador131;Linha16;Gerencia25;tipocon2;Não;GM245;1
992;OC1;Tipo1;Centro18;Criador28;Linha1;Gerencia1;tipocon1;Não;GM84;1
992;OC2;Tipo2;Centro16;Criador67;Linha3;Gerencia3;tipocon2;Sim;GM525;1
994;OC4;Tipo2;Centro5;Criador63;Linha2;Gerencia5;tipocon2;Sim;GM17;0
994;OC1;Tipo2;Centro25;Criador95;Linha2;Gerencia6;tipocon2;Não;GM2;0
994;OC2;Tipo2;Centro25;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM570;0
995;OC1;Tipo1;Centro11;Criador7;Linha4;Gerencia4;tipocon1;Não;GM3;1
996;OC1;Tipo2;Centro11;Criador3;Linha3;Gerencia3;tipocon2;Não;GM3;1
996;OC4;Tipo2;Centro11;Criador31;Linha2;Gerencia5;tipocon2;Sim;GM3;1
996;OC1;Tipo2;Centro24;Criador3;Linha3;Gerencia3;tipocon2;Não;GM443;0
997;OC1;Tipo2;Centro11;Criador25;Linha7;Gerencia10;tipocon2;Não;GM4;0
997;OC2;Tipo2;Centro14;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM110;1
998;OC1;Tipo1;Centro41;Criador100;Linha1;Gerencia1;tipocon1;Não;GM112;1
998;OC1;Tipo2;Centro24;Criador3;Linha3;Gerencia3;tipocon2;Não;GM87;1
998;OC1;Tipo2;Centro16;Criador24;Linha2;Gerencia5;tipocon2;Não;GM610;1
998;OC1;Tipo2;Centro28;Criador3;Linha3;Gerencia3;tipocon2;Não;GM632;1
998;OC2;Tipo2;Centro14;Criador50;Linha2;Gerencia5;tipocon2;Sim;GM97;1
998;OC4;Tipo2;Centro49;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM89;0
1001;OC1;Tipo1;Centro52;Criador100;Linha1;Gerencia1;tipocon1;Não;GM112;1
1001;OC1;Tipo1;Centro15;Criador1;Linha1;Gerencia1;tipocon1;Não;GM333;1
1002;OC1;Tipo1;Centro34;Criador3;Linha3;Gerencia3;tipocon1;Não;GM87;0
1002;OC4;Tipo2;Centro41;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM337;0
1003;OC1;Tipo2;Centro34;Criador10;Linha2;Gerencia6;tipocon2;Não;GM38;0
1004;OC1;Tipo2;Centro6;Criador3;Linha3;Gerencia3;tipocon2;Não;GM75;0
1005;OC1;Tipo2;Centro4;Criador27;Linha2;Gerencia6;tipocon2;Não;GM38;1
1006;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM55;1
1007;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
1008;OC1;Tipo2;Centro3;Criador3;Linha3;Gerencia3;tipocon2;Não;GM92;0
1008;OC1;Tipo1;Centro25;Criador1;Linha1;Gerencia1;tipocon1;Não;GM490;0
1008;OC4;Tipo2;Centro34;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM521;1
1009;OC2;Tipo2;Centro16;Criador41;Linha2;Gerencia5;tipocon2;Sim;GM17;1
1010;OC1;Tipo1;Centro33;Criador100;Linha1;Gerencia1;tipocon1;Não;GM283;1
1010;OC1;Tipo2;Centro4;Criador27;Linha2;Gerencia6;tipocon2;Não;GM38;1
1011;OC2;Tipo2;Centro3;Criador60;Linha3;Gerencia3;tipocon2;Sim;GM355;0
1011;OC1;Tipo2;Centro25;Criador3;Linha3;Gerencia3;tipocon2;Não;GM633;0
1011;OC1;Tipo1;Centro7;Criador3;Linha3;Gerencia3;tipocon1;Não;GM266;0
1013;OC4;Tipo2;Centro8;Criador63;Linha2;Gerencia5;tipocon2;Sim;GM6;0
1014;OC1;Tipo2;Centro47;Criador84;Linha2;Gerencia5;tipocon2;Não;GM6;1
1014;OC1;Tipo2;Centro7;Criador3;Linha3;Gerencia3;tipocon2;Não;GM531;1
1015;OC2;Tipo2;Centro16;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM634;1
1015;OC2;Tipo2;Centro3;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM364;0
1015;OC2;Tipo2;Centro57;Criador37;Linha3;Gerencia3;tipocon2;Sim;GM164;1
1016;OC1;Tipo1;Centro24;Criador12;Linha4;Gerencia4;tipocon1;Não;GM89;1
1016;OC2;Tipo2;Centro16;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM99;1
1016;OC1;Tipo1;Centro25;Criador1;Linha1;Gerencia1;tipocon1;Não;GM1;1
1016;OC1;Tipo2;Centro41;Criador3;Linha3;Gerencia3;tipocon2;Não;GM149;1
1016;OC1;Tipo2;Centro24;Criador3;Linha3;Gerencia3;tipocon2;Não;GM87;1
1016;OC2;Tipo2;Centro25;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM249;1
1017;OC1;Tipo1;Centro5;Criador3;Linha3;Gerencia3;tipocon1;Não;GM32;1
1018;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
1020;OC1;Tipo1;Centro11;Criador6;Linha2;Gerencia2;tipocon1;Não;GM543;0
1021;OC1;Tipo1;Centro8;Criador28;Linha1;Gerencia1;tipocon1;Não;GM150;1
1021;OC1;Tipo2;Centro34;Criador3;Linha3;Gerencia3;tipocon2;Não;GM635;0
1022;OC1;Tipo1;Centro3;Criador5;Linha2;Gerencia2;tipocon1;Não;GM2;1
1022;OC2;Tipo2;Centro6;Criador62;Linha3;Gerencia3;tipocon2;Sim;GM18;1
1024;OC1;Tipo1;Centro4;Criador7;Linha4;Gerencia4;tipocon1;Não;GM27;1
1025;OC1;Tipo1;Centro25;Criador1;Linha1;Gerencia1;tipocon1;Não;GM367;0
1025;OC2;Tipo2;Centro75;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM339;0
1026;OC2;Tipo2;Centro22;Criador76;Linha2;Gerencia5;tipocon2;Sim;GM355;0
1026;OC4;Tipo2;Centro9;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM14;0
1026;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM330;0
1026;OC1;Tipo1;Centro25;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
1026;OC4;Tipo2;Centro61;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM265;1
1029;OC2;Tipo2;Centro26;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM636;1
1029;OC2;Tipo2;Centro7;Criador54;Linha2;Gerencia5;tipocon2;Sim;GM29;0
1030;OC1;Tipo1;Centro9;Criador100;Linha1;Gerencia1;tipocon1;Não;GM112;0
1030;OC1;Tipo1;Centro18;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;1
1032;OC1;Tipo1;Centro15;Criador1;Linha1;Gerencia1;tipocon1;Não;GM333;1
1032;OC1;Tipo1;Centro9;Criador12;Linha4;Gerencia4;tipocon1;Não;GM89;0
1033;OC1;Tipo1;Centro13;Criador3;Linha3;Gerencia3;tipocon1;Não;GM3;1
1034;OC2;Tipo2;Centro3;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM18;0
1034;OC1;Tipo2;Centro25;Criador95;Linha2;Gerencia6;tipocon2;Não;GM2;0
1035;OC1;Tipo1;Centro29;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;1
1035;OC2;Tipo2;Centro16;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM550;1
1035;OC2;Tipo2;Centro6;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM280;1
1035;OC4;Tipo2;Centro4;Criador67;Linha3;Gerencia3;tipocon2;Sim;GM637;1
1035;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
1036;OC1;Tipo1;Centro7;Criador1;Linha1;Gerencia1;tipocon1;Não;GM13;0
1037;OC2;Tipo2;Centro30;Criador32;Linha2;Gerencia5;tipocon2;Sim;GM533;0
1039;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
1039;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM126;1
1040;OC1;Tipo1;Centro86;Criador1;Linha1;Gerencia1;tipocon1;Não;GM566;1
1040;OC1;Tipo1;Centro86;Criador3;Linha3;Gerencia3;tipocon1;Não;GM566;1
1040;OC2;Tipo2;Centro19;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM389;0
1040;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM55;1
1041;OC4;Tipo2;Centro49;Criador81;Linha3;Gerencia3;tipocon2;Sim;GM63;1
1041;OC1;Tipo1;Centro25;Criador3;Linha3;Gerencia3;tipocon1;Não;GM14;1
1041;OC1;Tipo1;Centro54;Criador3;Linha3;Gerencia3;tipocon1;Não;GM437;1
1041;OC1;Tipo1;Centro38;Criador3;Linha3;Gerencia3;tipocon1;Não;GM126;1
1041;OC1;Tipo1;Centro4;Criador28;Linha1;Gerencia1;tipocon1;Não;GM472;1
1043;OC1;Tipo1;Centro5;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;1
1043;OC1;Tipo1;Centro68;Criador3;Linha3;Gerencia3;tipocon1;Não;GM169;1
1043;OC4;Tipo2;Centro5;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM638;1
1044;OC1;Tipo2;Centro5;Criador3;Linha3;Gerencia3;tipocon2;Não;GM488;0
1044;OC2;Tipo2;Centro3;Criador50;Linha2;Gerencia5;tipocon2;Sim;GM89;1
1044;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM319;1
1045;OC1;Tipo1;Centro4;Criador12;Linha4;Gerencia4;tipocon1;Não;GM62;1
1046;OC1;Tipo1;Centro1;Criador12;Linha4;Gerencia4;tipocon1;Não;GM639;1
1048;OC1;Tipo2;Centro9;Criador3;Linha3;Gerencia3;tipocon2;Não;GM3;1
1048;OC1;Tipo2;Centro4;Criador27;Linha2;Gerencia6;tipocon2;Não;GM38;1
1048;OC1;Tipo1;Centro15;Criador1;Linha1;Gerencia1;tipocon1;Não;GM219;1
1049;OC1;Tipo1;Centro3;Criador28;Linha1;Gerencia1;tipocon1;Não;GM84;1
1049;OC2;Tipo2;Centro19;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM161;1
1049;OC1;Tipo2;Centro2;Criador95;Linha2;Gerencia6;tipocon2;Não;GM13;0
1049;OC4;Tipo2;Centro9;Criador56;Linha2;Gerencia5;tipocon2;Sim;GM7;0
1049;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM126;1
1050;OC1;Tipo2;Centro56;Criador117;Linha3;Gerencia3;tipocon2;Não;GM363;1
1050;OC1;Tipo1;Centro9;Criador87;Linha1;Gerencia1;tipocon1;Não;GM112;0
1051;OC3;Tipo2;Centro48;Criador31;Linha2;Gerencia5;tipocon2;Sim;GM640;1
1051;OC1;Tipo1;Centro11;Criador7;Linha4;Gerencia4;tipocon1;Não;GM83;1
1052;OC1;Tipo2;Centro22;Criador24;Linha2;Gerencia5;tipocon2;Não;GM505;1
1053;OC1;Tipo2;Centro14;Criador3;Linha3;Gerencia3;tipocon2;Não;GM502;1
1053;OC2;Tipo2;Centro19;Criador50;Linha2;Gerencia5;tipocon2;Sim;GM641;1
1053;OC1;Tipo1;Centro71;Criador6;Linha2;Gerencia2;tipocon1;Não;GM519;0
1053;OC4;Tipo2;Centro52;Criador15;Linha2;Gerencia5;tipocon2;Sim;GM158;1
1054;OC1;Tipo2;Centro27;Criador9;Linha2;Gerencia5;tipocon2;Não;GM589;0
1054;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
1055;OC1;Tipo1;Centro41;Criador3;Linha3;Gerencia3;tipocon1;Não;GM416;0
1055;OC1;Tipo1;Centro32;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;1
1056;OC1;Tipo2;Centro25;Criador3;Linha3;Gerencia3;tipocon2;Não;GM199;1
1056;OC3;Tipo2;Centro42;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM590;0
1056;OC3;Tipo2;Centro42;Criador63;Linha2;Gerencia5;tipocon2;Sim;GM590;0
1056;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM106;0
1056;OC1;Tipo2;Centro5;Criador83;Linha2;Gerencia5;tipocon2;Não;GM325;1
1059;OC1;Tipo1;Centro26;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
1059;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM55;1
1060;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM266;0
1061;OC1;Tipo1;Centro8;Criador3;Linha3;Gerencia3;tipocon1;Não;GM469;1
1061;OC1;Tipo1;Centro38;Criador40;Linha1;Gerencia1;tipocon1;Não;GM551;0
1061;OC1;Tipo1;Centro8;Criador3;Linha3;Gerencia3;tipocon1;Não;GM401;1
1062;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM330;1
1062;OC2;Tipo2;Centro19;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM400;0
1062;OC1;Tipo2;Centro25;Criador61;Linha2;Gerencia5;tipocon2;Não;GM2;0
1062;OC4;Tipo2;Centro34;Criador37;Linha3;Gerencia3;tipocon2;Sim;GM252;0
1062;OC1;Tipo2;Centro2;Criador95;Linha2;Gerencia6;tipocon2;Não;GM13;1
1063;OC1;Tipo1;Centro8;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
1064;OC4;Tipo2;Centro4;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM54;0
1065;OC1;Tipo1;Centro8;Criador40;Linha1;Gerencia1;tipocon1;Não;GM551;1
1065;OC2;Tipo2;Centro16;Criador67;Linha3;Gerencia3;tipocon2;Sim;GM136;0
1066;OC2;Tipo2;Centro25;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM362;1
1066;OC1;Tipo1;Centro30;Criador3;Linha3;Gerencia3;tipocon1;Não;GM266;0
1066;OC1;Tipo1;Centro8;Criador3;Linha3;Gerencia3;tipocon1;Não;GM7;0
1067;OC1;Tipo1;Centro40;Criador3;Linha3;Gerencia3;tipocon1;Não;GM588;1
1069;OC1;Tipo1;Centro63;Criador100;Linha1;Gerencia1;tipocon1;Não;GM112;0
1069;OC1;Tipo1;Centro29;Criador7;Linha4;Gerencia4;tipocon1;Não;GM32;0
1069;OC1;Tipo2;Centro25;Criador3;Linha3;Gerencia3;tipocon2;Não;GM257;0
1070;OC4;Tipo2;Centro4;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM407;0
1070;OC1;Tipo2;Centro5;Criador3;Linha3;Gerencia3;tipocon2;Não;GM3;0
1070;OC1;Tipo1;Centro34;Criador40;Linha1;Gerencia1;tipocon1;Não;GM112;1
1070;OC1;Tipo1;Centro11;Criador40;Linha1;Gerencia1;tipocon1;Não;GM112;1
1071;OC1;Tipo1;Centro20;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;1
1071;OC4;Tipo2;Centro24;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM18;0
1071;OC1;Tipo1;Centro16;Criador3;Linha3;Gerencia3;tipocon1;Não;GM488;0
1074;OC1;Tipo1;Centro8;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
1074;OC1;Tipo2;Centro3;Criador53;Linha2;Gerencia5;tipocon2;Não;GM642;1
1074;OC1;Tipo2;Centro9;Criador95;Linha2;Gerencia6;tipocon2;Não;GM38;0
1076;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM14;1
1076;OC4;Tipo2;Centro9;Criador35;Linha2;Gerencia5;tipocon2;Sim;GM407;0
1078;OC1;Tipo1;Centro18;Criador3;Linha3;Gerencia3;tipocon1;Não;GM314;1
1078;OC1;Tipo2;Centro15;Criador85;Linha2;Gerencia5;tipocon2;Não;GM643;0
1078;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM238;1
1080;OC1;Tipo1;Centro29;Criador40;Linha1;Gerencia1;tipocon1;Não;GM112;1
1080;OC4;Tipo2;Centro4;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM435;0
1080;OC1;Tipo2;Centro11;Criador3;Linha3;Gerencia3;tipocon2;Não;GM7;0
1080;OC1;Tipo2;Centro7;Criador3;Linha3;Gerencia3;tipocon2;Não;GM73;0
1080;OC1;Tipo1;Centro33;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
1082;OC1;Tipo1;Centro44;Criador3;Linha3;Gerencia3;tipocon1;Não;GM13;0
1083;OC1;Tipo1;Centro4;Criador12;Linha4;Gerencia4;tipocon1;Não;GM62;1
1083;OC1;Tipo1;Centro68;Criador3;Linha3;Gerencia3;tipocon1;Não;GM314;1
1083;OC1;Tipo1;Centro40;Criador7;Linha4;Gerencia4;tipocon1;Não;GM314;0
1083;OC1;Tipo2;Centro31;Criador24;Linha2;Gerencia5;tipocon2;Não;GM427;0
1084;OC2;Tipo2;Centro14;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM89;0
1084;OC1;Tipo1;Centro24;Criador12;Linha4;Gerencia4;tipocon1;Não;GM89;1
1084;OC2;Tipo2;Centro35;Criador19;Linha2;Gerencia5;tipocon2;Sim;GM239;1
1085;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM13;1
1085;OC1;Tipo1;Centro41;Criador3;Linha3;Gerencia3;tipocon1;Não;GM416;0
1087;OC1;Tipo2;Centro9;Criador95;Linha2;Gerencia6;tipocon2;Não;GM38;0
1087;OC2;Tipo2;Centro7;Criador36;Linha2;Gerencia5;tipocon2;Sim;GM381;0
1088;OC1;Tipo1;Centro92;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;0
1088;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM380;1
1088;OC1;Tipo1;Centro27;Criador51;Linha3;Gerencia3;tipocon1;Não;GM330;1
1089;OC1;Tipo2;Centro22;Criador3;Linha3;Gerencia3;tipocon2;Não;GM228;1
1089;OC4;Tipo2;Centro71;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM223;1
1089;OC1;Tipo2;Centro54;Criador3;Linha3;Gerencia3;tipocon2;Não;GM305;1
1089;OC1;Tipo2;Centro16;Criador3;Linha3;Gerencia3;tipocon2;Não;GM644;1
1089;OC1;Tipo2;Centro16;Criador3;Linha3;Gerencia3;tipocon2;Não;GM13;1
1089;OC2;Tipo2;Centro19;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM6;0
1089;OC2;Tipo2;Centro19;Criador50;Linha2;Gerencia5;tipocon2;Sim;GM216;0
1089;OC2;Tipo2;Centro19;Criador35;Linha2;Gerencia5;tipocon2;Sim;GM199;1
1089;OC2;Tipo2;Centro16;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM13;1
1089;OC2;Tipo2;Centro16;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM187;1
1089;OC2;Tipo2;Centro26;Criador15;Linha2;Gerencia5;tipocon2;Sim;GM645;0
1089;OC2;Tipo2;Centro25;Criador36;Linha2;Gerencia5;tipocon2;Sim;GM646;1
1089;OC2;Tipo2;Centro22;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM647;0
1089;OC4;Tipo2;Centro41;Criador15;Linha2;Gerencia5;tipocon2;Sim;GM505;1
1089;OC4;Tipo2;Centro33;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM118;0
1089;OC2;Tipo2;Centro7;Criador11;Linha2;Gerencia5;tipocon2;Sim;GM41;1
1089;OC4;Tipo2;Centro9;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM139;1
1089;OC2;Tipo2;Centro35;Criador68;Linha2;Gerencia5;tipocon2;Sim;GM89;0
1089;OC2;Tipo2;Centro40;Criador36;Linha2;Gerencia5;tipocon2;Sim;GM29;0
1090;OC4;Tipo2;Centro9;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM326;1
1091;OC1;Tipo1;Centro20;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
1091;OC1;Tipo1;Centro16;Criador3;Linha3;Gerencia3;tipocon1;Não;GM545;1
1091;OC1;Tipo1;Centro68;Criador3;Linha3;Gerencia3;tipocon1;Não;GM314;1
1091;OC1;Tipo1;Centro8;Criador3;Linha3;Gerencia3;tipocon1;Não;GM97;1
1092;OC1;Tipo2;Centro9;Criador3;Linha3;Gerencia3;tipocon2;Não;GM87;0
1093;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM343;1
1094;OC1;Tipo1;Centro5;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;0
1094;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM292;0
1096;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
1097;OC1;Tipo1;Centro14;Criador3;Linha3;Gerencia3;tipocon1;Não;GM648;1
1098;OC1;Tipo2;Centro16;Criador3;Linha3;Gerencia3;tipocon2;Não;GM69;1
1099;OC1;Tipo2;Centro34;Criador89;Linha1;Gerencia11;tipocon2;Não;GM313;1
1100;OC1;Tipo1;Centro53;Criador28;Linha1;Gerencia1;tipocon1;Não;GM537;1
1100;OC1;Tipo1;Centro50;Criador1;Linha1;Gerencia1;tipocon1;Não;GM212;1
